,Driver_id,Order_id,Step,Point,Grid,Reposition_Point,Reposition_Grid
0,D0,Idle,2520,"[40.851950800234384, -73.92967768455331]",892a100ae07ffff,"[40.851950800234384, -73.92967768455331]",892a100ae07ffff
1,D1,Idle,2520,"[40.763763585662176, -73.96272121424846]",892a100d687ffff,"[40.763763585662176, -73.96272121424846]",892a100d687ffff
2,D2,Idle,2520,"[40.7882831770275, -73.9358260668239]",892a100f2cbffff,"[40.7882831770275, -73.9358260668239]",892a100f2cbffff
3,D3,Idle,2520,"[40.776684780193754, -73.97392845953703]",892a1008bb7ffff,"[40.776684780193754, -73.97392845953703]",892a1008bb7ffff
4,D4,Idle,2520,"[40.841146630805085, -73.9378439088746]",892a100aa83ffff,"[40.841146630805085, -73.9378439088746]",892a100aa83ffff
5,D5,Idle,2520,"[40.83844571466804, -73.93988488561392]",892a100aa8fffff,"[40.83844571466804, -73.93988488561392]",892a100aa8fffff
6,D6,Idle,2520,"[40.812237874300905, -73.93031121299184]",892a100ab3bffff,"[40.812237874300905, -73.93031121299184]",892a100ab3bffff
7,D7,Idle,2520,"[40.712842263747575, -73.98855243013952]",892a1072dc3ffff,"[40.712842263747575, -73.98855243013952]",892a1072dc3ffff
8,D8,Idle,2520,"[40.84373380135633, -73.94008713892036]",892a100aa9bffff,"[40.84373380135633, -73.94008713892036]",892a100aa9bffff
9,D9,Idle,2520,"[40.70779388503867, -73.97980113147659]",892a1072d8fffff,"[40.70779388503867, -73.97980113147659]",892a1072d8fffff
10,D10,Idle,2520,"[40.78007186580061, -73.94622038584649]",892a10089b3ffff,"[40.78007186580061, -73.94622038584649]",892a10089b3ffff
11,D11,Idle,2520,"[40.83000026089066, -73.95885605229294]",892a100aa6bffff,"[40.83000026089066, -73.95885605229294]",892a100aa6bffff
12,D12,Idle,2520,"[40.77070743129919, -73.99938977000828]",892a1008b6fffff,"[40.77070743129919, -73.99938977000828]",892a1008b6fffff
13,D13,Idle,2520,"[40.85757953928717, -73.91702183870262]",892a100ac4bffff,"[40.85757953928717, -73.91702183870262]",892a100ac4bffff
14,D14,Idle,2520,"[40.830457288488525, -73.9417232043568]",892a100aa33ffff,"[40.830457288488525, -73.9417232043568]",892a100aa33ffff
15,D15,Idle,2520,"[40.80615337320435, -73.96007752518602]",892a1008c2fffff,"[40.80615337320435, -73.96007752518602]",892a1008c2fffff
16,D16,Idle,2520,"[40.87615025061996, -73.91557748995153]",892a100a113ffff,"[40.87615025061996, -73.91557748995153]",892a100a113ffff
17,D17,Idle,2520,"[40.755090450720594, -73.99021126674096]",892a10725a7ffff,"[40.755090450720594, -73.99021126674096]",892a10725a7ffff
18,D18,Idle,2520,"[40.784898333098056, -73.9635395113328]",892a10089cfffff,"[40.784898333098056, -73.9635395113328]",892a10089cfffff
19,D19,Idle,2520,"[40.76083481518792, -73.97331126335345]",892a100d603ffff,"[40.76083481518792, -73.97331126335345]",892a100d603ffff
20,D20,Idle,2520,"[40.76858652379911, -73.9800362432926]",892a100d6cbffff,"[40.76858652379911, -73.9800362432926]",892a100d6cbffff
21,D21,Idle,2520,"[40.80580878415855, -73.97292056840786]",892a10088d7ffff,"[40.80580878415855, -73.97292056840786]",892a10088d7ffff
22,D22,Idle,2520,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff
23,D23,Idle,2520,"[40.7854701478532, -73.94214398351879]",892a100f25bffff,"[40.7854701478532, -73.94214398351879]",892a100f25bffff
24,D24,Idle,2520,"[40.72328642033248, -73.99324036746646]",892a1072cbbffff,"[40.72328642033248, -73.99324036746646]",892a1072cbbffff
25,D25,Idle,2520,"[40.733963559055745, -73.98938147511579]",892a100d22bffff,"[40.733963559055745, -73.98938147511579]",892a100d22bffff
26,D26,Idle,2520,"[40.77093928995143, -73.99083410105492]",892a1008b2bffff,"[40.77093928995143, -73.99083410105492]",892a1008b2bffff
27,D27,Idle,2520,"[40.80098229926873, -73.95559263423436]",892a1008d43ffff,"[40.80098229926873, -73.95559263423436]",892a1008d43ffff
28,D28,Idle,2520,"[40.72856691258621, -73.9934481326791]",892a1072c83ffff,"[40.72856691258621, -73.9934481326791]",892a1072c83ffff
29,D29,Idle,2520,"[40.779038382247684, -73.98472782254923]",892a1008b17ffff,"[40.779038382247684, -73.98472782254923]",892a1008b17ffff
30,D30,Idle,2520,"[40.865117115677634, -73.93232385882943]",892a100aed3ffff,"[40.865117115677634, -73.93232385882943]",892a100aed3ffff
31,D31,Idle,2520,"[40.75870991076529, -73.95396337946666]",892a100d47bffff,"[40.75870991076529, -73.95396337946666]",892a100d47bffff
32,D32,Idle,2520,"[40.86298182215543, -73.91293542895326]",892a100a127ffff,"[40.86298182215543, -73.91293542895326]",892a100a127ffff
33,D33,Idle,2520,"[40.7660025763021, -73.9777943326536]",892a100d6cfffff,"[40.7660025763021, -73.9777943326536]",892a100d6cfffff
34,D34,Idle,2520,"[40.871085623630954, -73.90680407416397]",892a100a1a3ffff,"[40.871085623630954, -73.90680407416397]",892a100a1a3ffff
35,D35,Idle,2520,"[40.79581140361252, -73.95110874716067]",892a1008d73ffff,"[40.79581140361252, -73.95110874716067]",892a1008d73ffff
36,D36,Idle,2520,"[40.81143933607775, -73.96028191692756]",892a1008c3bffff,"[40.81143933607775, -73.96028191692756]",892a1008c3bffff
37,D37,Idle,2520,"[40.82764255564849, -73.94804647623539]",892a100aa2bffff,"[40.82764255564849, -73.94804647623539]",892a100aa2bffff
38,D38,Idle,2520,"[40.77915384672378, -73.98044924503581]",892a1008bbbffff,"[40.77915384672378, -73.98044924503581]",892a1008bbbffff
39,D39,Idle,2520,"[40.714959860432685, -74.0078835084681]",892a1072c67ffff,"[40.714959860432685, -74.0078835084681]",892a1072c67ffff
40,D40,Idle,2520,"[40.81471054191893, -73.93683441921814]",892a100ab73ffff,"[40.81471054191893, -73.93683441921814]",892a100ab73ffff
41,D41,Idle,2520,"[40.83022909194474, -73.95028964118485]",892a100aa77ffff,"[40.83022909194474, -73.95028964118485]",892a100aa77ffff
42,D42,Idle,2520,"[40.72810214263708, -74.01054401844232]",892a1072c53ffff,"[40.72810214263708, -74.01054401844232]",892a1072c53ffff
43,D43,Idle,2520,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff
44,D44,Idle,2520,"[40.84103275837162, -73.9421281026748]",892a100aa8bffff,"[40.84103275837162, -73.9421281026748]",892a100aa8bffff
45,D45,Idle,2520,"[40.84361984653071, -73.94437157108808]",892a100aad7ffff,"[40.84361984653071, -73.94437157108808]",892a100aad7ffff
46,D46,Idle,2520,"[40.749923869351065, -73.98572782944615]",892a100d2d7ffff,"[40.749923869351065, -73.98572782944615]",892a100d2d7ffff
47,D47,Idle,2520,"[40.768701817203066, -73.97575862231947]",892a100d6c3ffff,"[40.768701817203066, -73.97575862231947]",892a100d6c3ffff
48,D48,Idle,2520,"[40.738780566092146, -74.00668861308876]",892a10721a3ffff,"[40.738780566092146, -74.00668861308876]",892a10721a3ffff
49,D49,Idle,2520,"[40.80862419003473, -73.96660160609242]",892a1008c67ffff,"[40.80862419003473, -73.96660160609242]",892a1008c67ffff
50,D50,Idle,2520,"[40.796267321185, -73.93398840494557]",892a1008da3ffff,"[40.796267321185, -73.93398840494557]",892a1008da3ffff
51,D51,Idle,2520,"[40.70405111504257, -74.02028026096849]",892a107280bffff,"[40.70405111504257, -74.02028026096849]",892a107280bffff
52,D52,Idle,2520,"[40.75870991076529, -73.95396337946666]",892a100d47bffff,"[40.75870991076529, -73.95396337946666]",892a100d47bffff
53,D53,Idle,2520,"[40.73338295814341, -74.01075375344374]",892a1072137ffff,"[40.73338295814341, -74.01075375344374]",892a1072137ffff
54,D54,Idle,2520,"[40.811782517675, -73.94743736778926]",892a1008ca7ffff,"[40.811782517675, -73.94743736778926]",892a1008ca7ffff
55,D55,Idle,2520,"[40.79098236885618, -73.93378704367494]",892a100f2dbffff,"[40.79098236885618, -73.93378704367494]",892a100f2dbffff
56,D56,Idle,2520,"[40.74946025719941, -74.00283146549287]",892a107252fffff,"[40.74946025719941, -74.00283146549287]",892a107252fffff
57,D57,Idle,2520,"[40.77478797944204, -73.94601771542852]",892a10089a7ffff,"[40.77478797944204, -73.94601771542852]",892a10089a7ffff
58,D58,Idle,2520,"[40.81448269904847, -73.9453979728219]",892a1008cb7ffff,"[40.81448269904847, -73.9453979728219]",892a1008cb7ffff
59,D59,Idle,2520,"[40.79230724465317, -73.98310565091663]",892a1008863ffff,"[40.79230724465317, -73.98310565091663]",892a1008863ffff
60,D60,Idle,2520,"[40.87344860296512, -73.91762123660165]",892a100a103ffff,"[40.87344860296512, -73.91762123660165]",892a100a103ffff
61,D61,Idle,2520,"[40.87063381502521, -73.92395163135316]",892a100a173ffff,"[40.87063381502521, -73.92395163135316]",892a100a173ffff
62,D62,Idle,2520,"[40.843961234816256, -73.93151825567428]",892a100ae2fffff,"[40.843961234816256, -73.93151825567428]",892a100ae2fffff
63,D63,Idle,2520,"[40.825056063839185, -73.94580356251505]",892a100aa2fffff,"[40.825056063839185, -73.94580356251505]",892a100aa2fffff
64,D64,Idle,2520,"[40.76916140919526, -73.95864807193213]",892a100892fffff,"[40.76916140919526, -73.95864807193213]",892a100892fffff
65,D65,Idle,2520,"[40.723517845121556, -73.98469334442136]",892a100d34fffff,"[40.723517845121556, -73.98469334442136]",892a100d34fffff
66,D66,Idle,2520,"[40.78805539479304, -73.94438479820421]",892a1008d2fffff,"[40.78805539479304, -73.94438479820421]",892a1008d2fffff
67,D67,Idle,2520,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff,"[40.8172968555567, -73.93907632837534]",892a100ab47ffff
68,D68,Idle,2520,"[40.801096680764914, -73.95131208247851]",892a1008d57ffff,"[40.801096680764914, -73.95131208247851]",892a1008d57ffff
69,D69,Idle,2520,"[40.7924226461075, -73.9788258653002]",892a1008877ffff,"[40.7924226461075, -73.9788258653002]",892a1008877ffff
70,D70,Idle,2520,"[40.73326636427726, -74.01502818806927]",892a1072123ffff,"[40.73326636427726, -74.01502818806927]",892a1072123ffff
71,D71,Idle,2520,"[40.74664477312715, -74.00914047636303]",892a1072183ffff,"[40.74664477312715, -74.00914047636303]",892a1072183ffff
72,D72,Idle,2520,"[40.742289593597526, -73.97472933772691]",892a100d2b3ffff,"[40.742289593597526, -73.97472933772691]",892a100d2b3ffff
73,D73,Idle,2520,"[40.84373380135633, -73.94008713892036]",892a100aa9bffff,"[40.84373380135633, -73.94008713892036]",892a100aa9bffff
74,D74,Idle,2520,"[40.79052647560961, -73.95090545765932]",892a1008d67ffff,"[40.79052647560961, -73.95090545765932]",892a1008d67ffff
75,D75,Idle,2520,"[40.70991276239526, -73.99912960639843]",892a1072d5bffff,"[40.70991276239526, -73.99912960639843]",892a1072d5bffff
76,D76,Idle,2520,"[40.84902223669725, -73.9402894378564]",892a100ae63ffff,"[40.84902223669725, -73.9402894378564]",892a100ae63ffff
77,D77,Idle,2520,"[40.87839915100985, -73.9306839342623]",892a100a15bffff,"[40.87839915100985, -73.9306839342623]",892a100a15bffff
78,D78,Idle,2520,"[40.76611778742842, -73.9735169490824]",892a100d6c7ffff,"[40.76611778742842, -73.9735169490824]",892a100d6c7ffff
79,D79,Idle,2520,"[40.73431002483045, -73.97655802567107]",892a100d3dbffff,"[40.73431002483045, -73.97655802567107]",892a100d3dbffff
80,D80,Idle,2520,"[40.833044034009376, -73.94396614412331]",892a100aa07ffff,"[40.833044034009376, -73.94396614412331]",892a100aa07ffff
81,D81,Idle,2520,"[40.82494189238365, -73.95008629497808]",892a1008c93ffff,"[40.82494189238365, -73.95008629497808]",892a1008c93ffff
82,D82,Idle,2520,"[40.82281093244092, -73.93071337910968]",892a100abc7ffff,"[40.82281093244092, -73.93071337910968]",892a100abc7ffff
83,D83,Idle,2520,"[40.8492496821881, -73.93171958830678]",892a100ae3bffff,"[40.8492496821881, -73.93171958830678]",892a100ae3bffff
84,D84,Idle,2520,"[40.75813587911899, -73.97534676942504]",892a100d60fffff,"[40.75813587911899, -73.97534676942504]",892a100d60fffff
85,D85,Idle,2520,"[40.70767842875192, -73.98407321184507]",892a1072d13ffff,"[40.70767842875192, -73.98407321184507]",892a1072d13ffff
86,D86,Idle,2520,"[40.73373179237873, -73.9979304072968]",892a100d26fffff,"[40.73373179237873, -73.9979304072968]",892a100d26fffff
87,D87,Idle,2520,"[40.79862526917927, -73.94478993105159]",892a1008d03ffff,"[40.79862526917927, -73.94478993105159]",892a1008d03ffff
88,D88,Idle,2520,"[40.70663222578488, -74.0225216247115]",892a1072857ffff,"[40.70663222578488, -74.0225216247115]",892a1072857ffff
89,D89,Idle,2520,"[40.72012330652552, -74.0123661217817]",892a1072c7bffff,"[40.72012330652552, -74.0123661217817]",892a1072c7bffff
90,D90,Idle,2520,"[40.782884945617184, -73.93990341959135]",892a100f243ffff,"[40.782884945617184, -73.93990341959135]",892a100f243ffff
91,D91,Idle,2520,"[40.72540359391593, -74.0125760262977]",892a1072c43ffff,"[40.72540359391593, -74.0125760262977]",892a1072c43ffff
92,D92,Idle,2520,"[40.74757133915032, -73.97493510196136]",892a100d297ffff,"[40.74757133915032, -73.97493510196136]",892a100d297ffff
93,D93,Idle,2520,"[40.79816775556339, -73.9619111735875]",892a10088b3ffff,"[40.79816775556339, -73.9619111735875]",892a10088b3ffff
94,D94,Idle,2520,"[40.741479447007734, -74.00465569727153]",892a10721b3ffff,"[40.741479447007734, -74.00465569727153]",892a10721b3ffff
95,D95,Idle,2520,"[40.83281567270557, -73.95253305739871]",892a100aa73ffff,"[40.83281567270557, -73.95253305739871]",892a100aa73ffff
96,D96,Idle,2520,"[40.766347735254364, -73.96496216197335]",892a100d683ffff,"[40.766347735254364, -73.96496216197335]",892a100d683ffff
97,D97,Idle,2520,"[40.75485863150439, -73.99876404720786]",892a1072533ffff,"[40.75485863150439, -73.99876404720786]",892a1072533ffff
98,D98,Idle,2520,"[40.70440102194771, -74.00746489610857]",892a10728bbffff,"[40.70440102194771, -74.00746489610857]",892a10728bbffff
99,D99,Idle,2520,"[40.71026032383654, -73.98631269593956]",892a1072dc7ffff,"[40.71026032383654, -73.98631269593956]",892a1072dc7ffff
100,D100,Idle,2520,"[40.77679984588889, -73.96965010609854]",892a100897bffff,"[40.77679984588889, -73.96965010609854]",892a100897bffff
101,D101,Idle,2520,"[40.854651968704, -73.92763554896057]",892a100ae17ffff,"[40.854651968704, -73.92763554896057]",892a100ae17ffff
102,D102,Idle,2520,"[40.77748691734638, -73.94397984787912]",892a10089b7ffff,"[40.77748691734638, -73.94397984787912]",892a10089b7ffff
103,D103,Idle,2520,"[40.84890827579609, -73.94457435317035]",892a100ae6bffff,"[40.84890827579609, -73.94457435317035]",892a100ae6bffff
104,D104,Idle,2520,"[40.80413854869358, -73.93643094189662]",892a1008d83ffff,"[40.80413854869358, -73.93643094189662]",892a1008d83ffff
105,D105,Idle,2520,"[40.80166621211987, -73.92990922815342]",892a100f64bffff,"[40.80166621211987, -73.92990922815342]",892a100f64bffff
106,D106,Idle,2520,"[40.79592562055877, -73.94682867113205]",892a1008d0fffff,"[40.79592562055877, -73.94682867113205]",892a1008d0fffff
107,D107,Idle,2520,"[40.83022909194474, -73.95028964118485]",892a100aa77ffff,"[40.83022909194474, -73.95028964118485]",892a100aa77ffff
108,D108,Idle,2520,"[40.841146630805085, -73.9378439088746]",892a100aa83ffff,"[40.841146630805085, -73.9378439088746]",892a100aa83ffff
109,D109,Idle,2520,"[40.873335488946466, -73.92190836169677]",892a100a10bffff,"[40.873335488946466, -73.92190836169677]",892a100a10bffff
110,D110,Idle,2520,"[40.73326636427726, -74.01502818806927]",892a1072123ffff,"[40.73326636427726, -74.01502818806927]",892a1072123ffff
111,D111,Idle,2520,"[40.77926915295969, -73.97617066076994]",892a1008bb3ffff,"[40.77926915295969, -73.97617066076994]",892a1008bb3ffff
112,D112,Idle,2520,"[40.76364877303933, -73.96699837367477]",892a100d68fffff,"[40.76364877303933, -73.96699837367477]",892a100d68fffff
113,D113,Idle,2520,"[40.81436853984996, -73.94967974009116]",892a1008ca3ffff,"[40.81436853984996, -73.94967974009116]",892a1008ca3ffff
114,D114,Idle,2520,"[40.75485863150439, -73.99876404720786]",892a1072533ffff,"[40.75485863150439, -73.99876404720786]",892a1072533ffff
115,D115,Idle,2520,"[40.7629565767453, -73.9926611900057]",892a1072587ffff,"[40.7629565767453, -73.9926611900057]",892a1072587ffff
116,D116,Idle,2520,"[40.84620697912288, -73.94661529088907]",892a100aad3ffff,"[40.84620697912288, -73.94661529088907]",892a100aad3ffff
117,D117,Idle,2520,"[40.726331213193156, -73.9783860949569]",892a100d357ffff,"[40.726331213193156, -73.9783860949569]",892a100d357ffff
118,D118,Idle,2520,"[40.73442519762033, -73.97228352906686]",892a100d3d3ffff,"[40.73442519762033, -73.97228352906686]",892a100d3d3ffff
119,D119,Idle,2520,"[40.7660025763021, -73.9777943326536]",892a100d6cfffff,"[40.7660025763021, -73.9777943326536]",892a100d6cfffff
120,D120,Idle,2520,"[40.75555219244934, -73.97310562393588]",892a100d63bffff,"[40.75555219244934, -73.97310562393588]",892a100d63bffff
121,D121,Idle,2520,"[40.77197482397231, -73.95233325640773]",892a1008937ffff,"[40.77197482397231, -73.95233325640773]",892a1008937ffff
122,D122,Idle,2520,"[40.76893192952592, -73.96720336032945]",892a100d69bffff,"[40.76893192952592, -73.96720336032945]",892a100d69bffff
123,D123,Idle,2520,"[40.755090450720594, -73.99021126674096]",892a10725a7ffff,"[40.755090450720594, -73.99021126674096]",892a10725a7ffff
124,D124,Idle,2520,"[40.77117051589297, -73.9822784046378]",892a1008b37ffff,"[40.77117051589297, -73.9822784046378]",892a1008b37ffff
125,D125,Idle,2520,"[40.79793804844386, -73.97047175574073]",892a1008817ffff,"[40.79793804844386, -73.97047175574073]",892a1008817ffff
126,D126,Idle,2520,"[40.75038495319732, -73.96862408455311]",892a100d627ffff,"[40.75038495319732, -73.96862408455311]",892a100d627ffff
127,D127,Idle,2520,"[40.72293809951895, -74.00606085032426]",892a1072c0bffff,"[40.72293809951895, -74.00606085032426]",892a1072c0bffff
128,D128,Idle,2520,"[40.81201051296796, -73.93887430298544]",892a100ab63ffff,"[40.81201051296796, -73.93887430298544]",892a100ab63ffff
129,D129,Idle,2520,"[40.84137389953928, -73.9292755024408]",892a100a85bffff,"[40.84137389953928, -73.9292755024408]",892a100a85bffff
130,D130,Idle,2520,"[40.78816936506509, -73.94010543566645]",892a1008d27ffff,"[40.78816936506509, -73.94010543566645]",892a1008d27ffff
131,D131,Idle,2520,"[40.758595420605175, -73.95824007055161]",892a100d6b7ffff,"[40.758595420605175, -73.95824007055161]",892a100d6b7ffff
132,D132,Idle,2520,"[40.7205883522167, -73.99527313372238]",892a1072cabffff,"[40.7205883522167, -73.99527313372238]",892a1072cabffff
133,D133,Idle,2520,"[40.86770518053117, -73.93456792104807]",892a100a3a7ffff,"[40.86770518053117, -73.93456792104807]",892a100a3a7ffff
134,D134,Idle,2520,"[40.81965504166682, -73.94988299461866]",892a1008c87ffff,"[40.81965504166682, -73.94988299461866]",892a1008c87ffff
135,D135,Idle,2520,"[40.77128589159464, -73.97800054624952]",892a100d6dbffff,"[40.77128589159464, -73.97800054624952]",892a100d6dbffff
136,D136,Idle,2520,"[40.78478349529045, -73.9678185973902]",892a1008953ffff,"[40.78478349529045, -73.9678185973902]",892a1008953ffff
137,D137,Idle,2520,"[40.80098229926873, -73.95559263423436]",892a1008d43ffff,"[40.80098229926873, -73.95559263423436]",892a1008d43ffff
138,D138,Idle,2520,"[40.71237820442784, -74.0056425771711]",892a1072893ffff,"[40.71237820442784, -74.0056425771711]",892a1072893ffff
139,D139,Idle,2520,"[40.729259331763544, -73.96780409850547]",892a100d38bffff,"[40.729259331763544, -73.96780409850547]",892a100d38bffff
140,D140,Idle,2520,"[40.74475746659231, -73.98124539425626]",892a100d28fffff,"[40.74475746659231, -73.98124539425626]",892a100d28fffff
141,D141,Idle,2520,"[40.76341867342426, -73.97555267268561]",892a100d61bffff,"[40.76341867342426, -73.97555267268561]",892a100d61bffff
142,D142,Idle,2520,"[40.860054456826674, -73.92355058212017]",892a100ae83ffff,"[40.860054456826674, -73.92355058212017]",892a100ae83ffff
143,D143,Idle,2520,"[40.87074700558053, -73.91966475115501]",892a100a10fffff,"[40.87074700558053, -73.91966475115501]",892a100a10fffff
144,D144,Idle,2520,"[40.82235552743259, -73.94784339430657]",892a1008c97ffff,"[40.82235552743259, -73.94784339430657]",892a1008c97ffff
145,D145,Idle,2520,"[40.76904674844279, -73.96292571940788]",892a100d693ffff,"[40.76904674844279, -73.96292571940788]",892a100d693ffff
146,D146,Idle,2520,"[40.77375455256137, -73.98452081672437]",892a1008b33ffff,"[40.77375455256137, -73.98452081672437]",892a1008b33ffff
147,D147,Idle,2520,"[40.79299727825028, -73.95742683710027]",892a1008d6bffff,"[40.79299727825028, -73.95742683710027]",892a1008d6bffff
148,D148,Idle,2520,"[40.78759793062824, -73.96150218435267]",892a10089c3ffff,"[40.78759793062824, -73.96150218435267]",892a10089c3ffff
149,D149,Idle,2520,"[40.76037304765333, -73.99041883142932]",892a10725b3ffff,"[40.76037304765333, -73.99041883142932]",892a10725b3ffff
150,D150,Idle,2520,"(40.85206420840388, -73.92539250569737)",892a100aeabffff,"(40.85206420840388, -73.92539250569737)",892a100aeabffff
151,D151,Idle,2521,"(40.87862586775655, -73.92210873497136)",892a100a1cfffff,"(40.87862586775655, -73.92210873497136)",892a100a1cfffff
152,D152,Idle,2522,"(40.76680573317108, -73.94785250922335)",892a100d4cfffff,"(40.76680573317108, -73.94785250922335)",892a100d4cfffff
153,D153,Idle,2523,"(40.73866412341448, -74.01096353565099)",892a10721abffff,"(40.73866412341448, -74.01096353565099)",892a10721abffff
154,D154,Idle,2524,"(40.801096680764914, -73.95131208247851)",892a1008d57ffff,"(40.801096680764914, -73.95131208247851)",892a1008d57ffff
155,D155,Idle,2525,"(40.70663222578488, -74.0225216247115)",892a1072857ffff,"(40.70663222578488, -74.0225216247115)",892a1072857ffff
156,D156,Idle,2526,"(40.768471072234846, -73.98431385752089)",892a1008b27ffff,"(40.768471072234846, -73.98431385752089)",892a1008b27ffff
157,D157,Idle,2527,"(40.777029502609864, -73.96109337937528)",892a100890fffff,"(40.777029502609864, -73.96109337937528)",892a100890fffff
158,D158,Idle,2528,"(40.80166621211987, -73.92990922815342)",892a100f64bffff,"(40.80166621211987, -73.92990922815342)",892a100f64bffff
159,D159,Idle,2529,"(40.746877362614235, -74.00058917418734)",892a100d25bffff,"(40.746877362614235, -74.00058917418734)",892a100d25bffff
160,D160,Idle,2530,"(40.78558403594067, -73.93786485878466)",892a100f253ffff,"(40.78558403594067, -73.93786485878466)",892a100f253ffff
161,D161,Idle,2531,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff,"(40.731033292204714, -73.99996336359993)",892a1072cd7ffff
